SampleID;Line;Spot;SpotID;Ce/Ce*;Ce/Ce**;La/La*;Pr/Pr*;Eu/Eu*;LaN/SmN;LaN/NdN;LaN/DyN;LaN/YbN;NdN/DyN;NdN/YbN;GdN/DyN;GdN/YbN;DyN/SmN;DyN/YbN;Sr/Ba;Mn/U;Y/Ho;U/Th
SF003;L4;10;S-3F_Ap68;0.6545651389580079;1.2925466495922588;3.5101517963587714;0.8932073794678708;0.9803654248754013;1.6287111979508648;1.884037662911921;0.42936659298020047;0.5043003631000736;0.22789703275707468;0.26767000099172106;0.6161735767057764;0.7237092115355217;3.79328812389922;1.1745216589855387;29.03898505342786;1.37384168996315;43.90532079388106;6091.509715699889
SF003;L4;6;S-3F_Ap72;0.656641280543074;0.9568089468055521;2.18113816190462;1.017931098721701;0.9460911273195145;1.0862060596023293;1.162805919057713;0.48741227799366754;0.7330932500436178;0.4191690719880797;0.6304519421759432;0.7794570613059162;1.1723436937089742;2.2285159989680055;1.504051668663837;31.318514045053156;1.0550267052440923;40.05444759263183;2487.2748809309037
SF003;L4;5;S-3F_Ap73;0.6625681942704071;0.9147693220533475;1.9670794005689969;1.0364175747188438;0.9582611125678675;0.9956392209595811;1.086194608407104;0.4525547006472435;0.7918927321083574;0.4166423743447884;0.7290523502686705;0.7805788109101536;1.3658783928516893;2.2000417176876486;1.7498276583489085;28.949798157891095;1.1098511191536167;37.944485939613045;3040.7241472324695
SF003;L4;4;S-3F_Ap74;0.6806574357902238;0.9049611197705686;1.8228247907054638;1.0412679847337247;0.946691675954734;0.9560707110979357;1.0443974864853343;0.4650693025227426;0.8329759991354327;0.44529913997382375;0.7975660703077818;0.8012998356159177;1.4351915457730884;2.055759659714764;1.7910792963908835;22.38019241119043;1.3588747742485494;36.82354841935619;1479.8923471195903
SF003;L4;2;S-3F_Ap76;0.7224443507431935;0.8975530310223767;1.5916634537150955;1.0453527064328734;0.9409310274245399;0.8512578589370684;0.957949838777997;0.47713307525048887;0.9014513712086503;0.4980773062806095;0.9410214759872828;0.8482760488302468;1.6026547876188098;1.7841099330415706;1.8893080735084224;16.05177392720987;1.8858238394026225;36.12788327782265;29.563094347087844
TF006;L2;1;TF6-L2-1;0.12426114477931952;0.1639801282873285;1.6546884084236422;1.6903300830106849;1.0525045962749555;1.638854692454421;1.5431257173726562;1.2801324745977118;2.754125721491858;0.82957108431663;1.7847708002566793;1.076294583904755;2.315581126372092;1.2802227308306036;2.1514380551570302;20.700334506706284;4.9258913882117294;44.664989024802416;505.6425272361667
TF006;L2;2;TF6-L2-2;0.10763195704024117;0.14867675573887137;1.774611261328592;1.721789453877652;1.0199944663084985;1.8006467311054761;1.695110896914406;1.2958609412500808;2.544976829830059;0.7644697132257978;1.5013630284972246;1.0588063767310474;2.0794188714858484;1.3895370049261941;1.9639274159887796;21.31199347205493;3.9797324394235307;43.036470967744606;9889.917539949467
TF006;L2;3;TF6-L2-3;0.0881375756403073;0.1268083921591317;1.9023299036176575;1.7388529338261467;1.0480954524961086;1.8423585117665446;1.7535382448181818;1.2030061817556024;2.189317030913611;0.6860450208659907;1.248513990147169;0.9806236028280467;1.7846092456933542;1.5314622149970218;1.8198718045809543;22.763551375870712;3.755519149605399;46.20195717647228;2538450.8326276126
TF006;L2;4;TF6-L2-4;0.06363609481290748;0.1004134019513179;2.2354202166124284;1.7318430464480705;1.047169362942038;2.042235028632141;1.8528332405901982;1.170712027685534;2.003361179326499;0.6318496462815064;1.0812420327089727;0.9355529676685915;1.6009492106579768;1.7444384104172774;1.7112331059646577;24.042117084894826;3.9432578876032442;46.65664073856668;17657.2946203354
TF006;L2;5;TF6-L2-5;0.04316215952390347;0.07598781747786358;2.6671055542454276;1.7384878754086606;1.0809084947200407;2.327105565322833;2.070584733350134;1.1999249628632676;1.8701550132339952;0.5795101951330582;0.9032013919122013;0.8936086142548262;1.3927426143631114;1.93937590878173;1.558559969259595;24.297801124464755;3.7711883944889864;49.79171708979245;2849685.9445138425
TF006;L2;6;TF6-L2-6;0.028518795899205068;0.049939822308819826;2.5499447392979384;1.8547568675210042;1.0479147559376611;2.556265919032763;2.328144966187353;1.118669123130891;1.674226569320492;0.48049805290383635;0.7191247081414612;0.8306213450269697;1.243127477226492;2.285095624949742;1.496623563395338;24.645090012524093;3.653989489937143;48.49855233949388;3024668.8009710927
TF006;L2;7;TF6-L2-7;0.019441705072975504;0.03701469300843489;2.9068860699508225;1.8439991398590037;1.0629422202752803;2.8166209151737074;2.496258073392951;1.0873848338235428;1.459407953462804;0.43560593570581957;0.5846382507555219;0.7665447718396594;1.0288000180897028;2.5902705533143195;1.3421264561242097;25.282007383810633;3.41152501657486;52.609832514412695;3199548.4709739084
